재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 3분기 3개월,당기 3분기 누적,전기 3분기 3개월,전기 3분기 누적,전기,전전기
"손익계산서, 기능별 분류 - 연결재무제표",[000270],기아자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_EarningsPerShareAbstract,주당이익 [abstract],,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[000270],기아자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익(손실),-728,2153,1657,6074,,
"손익계산서, 기능별 분류 - 연결재무제표",[089600],나스미디어,코스닥시장상장법인,713,광고업,12,2017-09-30,3분기보고서,KRW,ifrs_GrossProfit,영업수익,29616611015,89316674210,15319717726,43345267440,,
"손익계산서, 기능별 분류 - 연결재무제표",[089600],나스미디어,코스닥시장상장법인,713,광고업,12,2017-09-30,3분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,영업비용,21888352660,65014691091,11908629293,33532968337,,
"손익계산서, 기능별 분류 - 연결재무제표",[089600],나스미디어,코스닥시장상장법인,713,광고업,12,2017-09-30,3분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),7728258355,24301983119,3411088433,9812299103,,
"손익계산서, 기능별 분류 - 연결재무제표",[089600],나스미디어,코스닥시장상장법인,713,광고업,12,2017-09-30,3분기보고서,KRW,dart_OtherGains,기타수익,85196121,305524886,615265,5836551,,
"손익계산서, 기능별 분류 - 연결재무제표",[089600],나스미디어,코스닥시장상장법인,713,광고업,12,2017-09-30,3분기보고서,KRW,dart_OtherLosses,기타비용,70000148,90606499,200127,221327455,,
"손익계산서, 기능별 분류 - 연결재무제표",[089600],나스미디어,코스닥시장상장법인,713,광고업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceIncome,금융수익,210174431,539480202,159538855,596637104,,
"손익계산서, 기능별 분류 - 연결재무제표",[089600],나스미디어,코스닥시장상장법인,713,광고업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceCosts,금융비용,144079087,391941380,38818845,137921814,,
"손익계산서, 기능별 분류 - 연결재무제표",[089600],나스미디어,코스닥시장상장법인,713,광고업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익(손실),7809549672,24664440328,3532223581,10055523489,,
"손익계산서, 기능별 분류 - 연결재무제표",[089600],나스미디어,코스닥시장상장법인,713,광고업,12,2017-09-30,3분기보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,1749470580,5511123232,793901432,2260076214,,
"손익계산서, 기능별 분류 - 연결재무제표",[089600],나스미디어,코스닥시장상장법인,713,광고업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLoss,당기순이익(손실),6060079092,19153317096,2738322149,7795447275,,
"손익계산서, 기능별 분류 - 연결재무제표",[089600],나스미디어,코스닥시장상장법인,713,광고업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToAbstract,당기순이익(손실)의 귀속 [abstract],,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[089600],나스미디어,코스닥시장상장법인,713,광고업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToOwnersOfParent,   지배기업 소유지분(손실),5492271781,17451076905,2738322149,7795447275,,
"손익계산서, 기능별 분류 - 연결재무제표",[089600],나스미디어,코스닥시장상장법인,713,광고업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToNoncontrollingInterests,   비지배지분(손실),567807311,1702240191,0,0,,
"손익계산서, 기능별 분류 - 연결재무제표",[089600],나스미디어,코스닥시장상장법인,713,광고업,12,2017-09-30,3분기보고서,KRW,ifrs_EarningsPerShareAbstract,주당이익 [abstract],,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[089600],나스미디어,코스닥시장상장법인,713,광고업,12,2017-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익(손실),627,1993,332,945,,
"손익계산서, 기능별 분류 - 연결재무제표",[089600],나스미디어,코스닥시장상장법인,713,광고업,12,2017-09-30,3분기보고서,KRW,ifrs_DilutedEarningsLossPerShare,   희석주당이익(손실),627,1993,332,945,,
"손익계산서, 기능별 분류 - 연결재무제표",[004270],남성,유가증권시장상장법인,467,기타 전문 도매업,12,2017-09-30,3분기보고서,KRW,ifrs_Revenue,수익(매출액),22191135386,67274740008,20929322592,63323588936,,
"손익계산서, 기능별 분류 - 연결재무제표",[004270],남성,유가증권시장상장법인,467,기타 전문 도매업,12,2017-09-30,3분기보고서,KRW,ifrs_CostOfSales,매출원가,16234869655,48310039841,14701830288,45307789290,,
"손익계산서, 기능별 분류 - 연결재무제표",[004270],남성,유가증권시장상장법인,467,기타 전문 도매업,12,2017-09-30,3분기보고서,KRW,ifrs_GrossProfit,매출총이익,5956265731,18964700167,6227492304,18015799646,,
"손익계산서, 기능별 분류 - 연결재무제표",[004270],남성,유가증권시장상장법인,467,기타 전문 도매업,12,2017-09-30,3분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,4637718922,13665941917,4622232477,13480713736,,
"손익계산서, 기능별 분류 - 연결재무제표",[004270],남성,유가증권시장상장법인,467,기타 전문 도매업,12,2017-09-30,3분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),1318546809,5298758250,1605259827,4535085910,,
"손익계산서, 기능별 분류 - 연결재무제표",[004270],남성,유가증권시장상장법인,467,기타 전문 도매업,12,2017-09-30,3분기보고서,KRW,dart_OtherGains,기타이익,38704508,192648783,61869441,206281134,,
"손익계산서, 기능별 분류 - 연결재무제표",[004270],남성,유가증권시장상장법인,467,기타 전문 도매업,12,2017-09-30,3분기보고서,KRW,dart_OtherLosses,기타손실,61231066,273937240,27301400,145781693,,
"손익계산서, 기능별 분류 - 연결재무제표",[004270],남성,유가증권시장상장법인,467,기타 전문 도매업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceIncome,금융수익,-122241614,2443081496,3497721941,5345965718,,
"손익계산서, 기능별 분류 - 연결재무제표",[004270],남성,유가증권시장상장법인,467,기타 전문 도매업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceCosts,금융원가,367239632,5154133366,4703279253,8173484274,,
"손익계산서, 기능별 분류 - 연결재무제표",[004270],남성,유가증권시장상장법인,467,기타 전문 도매업,12,2017-09-30,3분기보고서,KRW,entity00172185_udf_IS_2017116103914111_IncomeStatementAbstract,지분법이익(손실),26171972,146531138,65753925,-1490602,,
"손익계산서, 기능별 분류 - 연결재무제표",[004270],남성,유가증권시장상장법인,467,기타 전문 도매업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익(손실),832710977,2652949061,500024481,1766576193,,
"손익계산서, 기능별 분류 - 연결재무제표",[004270],남성,유가증권시장상장법인,467,기타 전문 도매업,12,2017-09-30,3분기보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,-54633291,358522002,48451706,268154222,,
"손익계산서, 기능별 분류 - 연결재무제표",[004270],남성,유가증권시장상장법인,467,기타 전문 도매업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLoss,당기순이익(손실),887344268,2294427059,451572775,1498421971,,
"손익계산서, 기능별 분류 - 연결재무제표",[004270],남성,유가증권시장상장법인,467,기타 전문 도매업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToAbstract,당기순이익(손실)의 귀속 [abstract],,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[004270],남성,유가증권시장상장법인,467,기타 전문 도매업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는 당기순이익(손실),886649256,2290346413,450314122,1500531652,,
"손익계산서, 기능별 분류 - 연결재무제표",[004270],남성,유가증권시장상장법인,467,기타 전문 도매업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToNoncontrollingInterests,   비지배지분에 귀속되는 당기순이익(손실),695012,4080646,1258653,-2109681,,
"손익계산서, 기능별 분류 - 연결재무제표",[004270],남성,유가증권시장상장법인,467,기타 전문 도매업,12,2017-09-30,3분기보고서,KRW,ifrs_EarningsPerShareAbstract,주당이익 [abstract],,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[004270],남성,유가증권시장상장법인,467,기타 전문 도매업,12,2017-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익(손실),,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[004270],남성,유가증권시장상장법인,467,기타 전문 도매업,12,2017-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShareFromContinuingOperations,      계속영업기본주당이익(손실),33,96,21,69,,
"손익계산서, 기능별 분류 - 연결재무제표",[004270],남성,유가증권시장상장법인,467,기타 전문 도매업,12,2017-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,      중단영업기본주당이익(손실),,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,ifrs_Revenue,수익(매출액),44180662474,1.29446E+11,42437890292,1.51418E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,ifrs_CostOfSales,매출원가,23943387312,72598555962,21813906783,68185751196,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,ifrs_GrossProfit,매출총이익,20237275162,56847768885,20623983509,83232550232,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,17220793440,50065139203,18070612605,57995558933,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),3016481722,6782629682,2553370904,25236991299,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,dart_OtherGains,기타이익,779341587,2519038323,888294051,4185799346,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,dart_OtherLosses,기타손실,550369478,2818142861,35272758,1092882719,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceIncome,금융수익,572462829,1782700025,101924374,2953354822,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceCosts,금융원가,203437025,1328066663,961747647,2689760093,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,entity00628860_udf_IS_20171171650103_IncomeStatementAbstract,관계기업투자평가손익,-2457084953,-5829118836,-2254936026,-5799506745,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익(손실),1157394682,1109039670,291632898,22793995910,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,2225420975,3554567531,1655762986,7838962937,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossFromContinuingOperations,계속영업이익(손실),-1068026293,-2445527861,-1364130088,14955032973,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossFromDiscontinuedOperations,중단영업이익(손실),,,,-166403796,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLoss,당기순이익(손실),-1068026293,-2445527861,-1364130088,14788629177,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToAbstract,당기순이익(손실)의 귀속 [abstract],,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는 당기순이익(손실),-939645704,-1951048198,-1240020528,15011555174,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToNoncontrollingInterests,   비지배지분에 귀속되는 당기순이익(손실),-128380589,-494479663,-124109560,-222925997,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,ifrs_EarningsPerShareAbstract,주당이익 [abstract],,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익(손실),,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShareFromContinuingOperations,      계속영업기본주당이익(손실),-50,-116,-58,712,,
"손익계산서, 기능별 분류 - 연결재무제표",[095660],네오위즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2017-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,      중단영업기본주당이익(손실),,,,-8,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_Revenue,수익(매출액),46974279916,1.37523E+11,45287842961,1.59538E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_CostOfSales,매출원가,25595783039,77467370959,23425820882,72973614309,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_GrossProfit,매출총이익,21378496877,60055862291,21862022079,86564782313,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,18383676069,53491598914,19436990139,62019469879,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),2994820808,6564263377,2425031940,24545312434,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,dart_OtherGains,기타이익,741549123,2543237356,865399310,4949199154,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,dart_OtherLosses,기타손실,2533891135,4862547185,75091324,1204652556,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceIncome,금융수익,3829841369,7864144889,889348507,5296861942,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceCosts,금융원가,420016821,1998125396,832164647,2146494575,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,entity00266952_udf_IS_201711822143493_IncomeStatementAbstract,관계기업투자평가손익,798442912,4191003037,2745918747,6290489466,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익(손실),3813860432,5919970004,526605039,25149736933,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,2780078383,4547122750,1735106960,8491305484,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossFromContinuingOperations,계속영업이익(손실),1033782049,1372847254,-1208501921,16658431449,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossFromDiscontinuedOperations,중단영업이익(손실),,,,-166403796,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLoss,당기순이익(손실),1033782049,1372847254,-1208501921,16492027653,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToAbstract,당기순이익(손실)의 귀속 [abstract],,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는 당기순이익(손실),1796019883,3198715517,-133661626,6348734956,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToNoncontrollingInterests,   비지배지분에 귀속되는 당기순이익(손실),-762237834,-1825868263,-1074840295,10143292697,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_EarningsPerShareAbstract,주당이익 [abstract],,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익(손실),207,368,-15,707,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShareFromContinuingOperations,      계속영업기본주당이익(손실),207,368,-15,712,,
"손익계산서, 기능별 분류 - 연결재무제표",[042420],네오위즈홀딩스,코스닥시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,      중단영업기본주당이익(손실),,,,-5,,
"손익계산서, 기능별 분류 - 연결재무제표",[090350],노루페인트,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_Revenue,수익(매출액),1.44846E+11,4.14182E+11,1.21556E+11,3.58256E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[090350],노루페인트,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_CostOfSales,매출원가,1.09063E+11,3.1346E+11,88705745423,2.61668E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[090350],노루페인트,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_GrossProfit,매출총이익,35783320686,1.00723E+11,32849858982,96587197716,,
"손익계산서, 기능별 분류 - 연결재무제표",[090350],노루페인트,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,26893839393,77424187127,23094538520,70780265616,,
"손익계산서, 기능별 분류 - 연결재무제표",[090350],노루페인트,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),8889481293,23298528811,9755320462,25806932100,,
"손익계산서, 기능별 분류 - 연결재무제표",[090350],노루페인트,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,dart_OtherGains,기타이익,501716771,1685724605,387238410,1461323516,,
"손익계산서, 기능별 분류 - 연결재무제표",[090350],노루페인트,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,dart_OtherLosses,기타손실,155095628,623655695,601133540,1449487749,,
"손익계산서, 기능별 분류 - 연결재무제표",[090350],노루페인트,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceIncome,금융수익,861271937,2661891121,791789416,2363566169,,
"손익계산서, 기능별 분류 - 연결재무제표",[090350],노루페인트,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceCosts,금융원가,1841875344,6492335948,4249691858,9115592828,,
"손익계산서, 기능별 분류 - 연결재무제표",[090350],노루페인트,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,entity00583442_udf_IS_201711994950781_IncomeStatementAbstract,지분법이익,591512505,19430575459,82055,21825517,,
"손익계산서, 기능별 분류 - 연결재무제표",[090350],노루페인트,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,entity00583442_udf_IS_20171199503398_IncomeStatementAbstract,지분법손실,15783091,178548343,294995244,1448956015,,
"손익계산서, 기능별 분류 - 연결재무제표",[090350],노루페인트,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익(손실),8831228443,39782180010,5788609701,17639610710,,
"손익계산서, 기능별 분류 - 연결재무제표",[090350],노루페인트,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,2169342838,9050477802,2084758648,9803708991,,
"손익계산서, 기능별 분류 - 연결재무제표",[090350],노루페인트,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLoss,당기순이익(손실),6661885605,30731702208,3703851053,7835901719,,
"손익계산서, 기능별 분류 - 연결재무제표",[090350],노루페인트,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToAbstract,당기순이익(손실)의 귀속 [abstract],,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[090350],노루페인트,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는 당기순이익(손실),6661885605,30731702208,3703851053,7835901719,,
"손익계산서, 기능별 분류 - 연결재무제표",[090350],노루페인트,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToNoncontrollingInterests,   비지배지분에 귀속되는 당기순이익(손실),0,0,0,0,,
"손익계산서, 기능별 분류 - 연결재무제표",[090350],노루페인트,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_EarningsPerShareAbstract,주당이익 [abstract],,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[090350],노루페인트,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익(손실),326,1502,181,383,,
"손익계산서, 기능별 분류 - 연결재무제표",[090350],노루페인트,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_DilutedEarningsLossPerShare,   희석주당이익(손실),327,1505,182,387,,
"손익계산서, 기능별 분류 - 연결재무제표",[000320],노루홀딩스,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_Revenue,매출액,2.00999E+11,5.79179E+11,1.69264E+11,5.10801E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[000320],노루홀딩스,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_CostOfSales,매출원가,1.48718E+11,4.30636E+11,1.21427E+11,3.64886E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[000320],노루홀딩스,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_GrossProfit,매출총이익,52281769118,1.48543E+11,47837365256,1.45915E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[000320],노루홀딩스,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,44899560431,1.3315E+11,40202805560,1.24072E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[000320],노루홀딩스,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,dart_OperatingIncomeLoss,영업이익,7382208687,15392060866,7634559696,21843405552,,
"손익계산서, 기능별 분류 - 연결재무제표",[000320],노루홀딩스,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,dart_OtherGains,기타수익,396302169,1993211369,1389729130,2819728304,,
"손익계산서, 기능별 분류 - 연결재무제표",[000320],노루홀딩스,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,dart_OtherLosses,기타비용,260753470,1685672158,1179247192,3399036526,,
"손익계산서, 기능별 분류 - 연결재무제표",[000320],노루홀딩스,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceIncome,금융수익,4997711959,7652844259,1053421520,3423629740,,
"손익계산서, 기능별 분류 - 연결재무제표",[000320],노루홀딩스,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceCosts,금융비용,3084433864,9274040518,7649590889,17635045819,,
